"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2017","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","95,170",""
"2017","Hungary","Current prices, euro per capita","Gross domestic product at market prices","12,960",""
"2017","Malta","Current prices, euro per capita","Gross domestic product at market prices","24,920",""
"2017","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","43,090",""
"2017","Austria","Current prices, euro per capita","Gross domestic product at market prices","41,990",""
"2017","Poland","Current prices, euro per capita","Gross domestic product at market prices","12,170",""
"2017","Portugal","Current prices, euro per capita","Gross domestic product at market prices","19,020",""
"2017","Romania","Current prices, euro per capita","Gross domestic product at market prices","9,580",""
"2017","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","20,820",""
"2017","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","15,540",""
"2017","Finland","Current prices, euro per capita","Gross domestic product at market prices","41,020",""
"2017","Sweden","Current prices, euro per capita","Gross domestic product at market prices","47,730",""
"2017","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","35,730",""
"2017","Iceland","Current prices, euro per capita","Gross domestic product at market prices","63,190",""
"2017","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","150,490","p"
"2017","Norway","Current prices, euro per capita","Gross domestic product at market prices","66,950",""
"2017","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","73,830",""
"2017","Montenegro","Current prices, euro per capita","Gross domestic product at market prices","6,910",""
"2017","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices","4,840","e"
"2017","Albania","Current prices, euro per capita","Gross domestic product at market prices","4,020",""
"2017","Serbia","Current prices, euro per capita","Gross domestic product at market prices","5,590",""
"2017","Turkey","Current prices, euro per capita","Gross domestic product at market prices","9,470",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2018","Belgium","Current prices, euro per capita","Gross domestic product at market prices","40,290",""
"2018","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","7,990",""
"2018","Czechia","Current prices, euro per capita","Gross domestic product at market prices","19,850",""
"2018","Denmark","Current prices, euro per capita","Gross domestic product at market prices","52,190",""
"2018","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","40,480",""
"2018","Estonia","Current prices, euro per capita","Gross domestic product at market prices","19,660",""
"2018","Ireland","Current prices, euro per capita","Gross domestic product at market prices","67,270",""
"2018","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,750","p"
"2018","Spain","Current prices, euro per capita","Gross domestic product at market prices","25,770","p"
"2018","France","Current prices, euro per capita","Gross domestic product at market prices","35,100","p"
"2018","Croatia","Current prices, euro per capita","Gross domestic product at market prices","12,700",""
"2018","Italy","Current prices, euro per capita","Gross domestic product at market prices","29,290",""
"2018","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","24,630",""
"2018","Latvia","Current prices, euro per capita","Gross domestic product at market prices","15,130",""
"2018","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","16,240",""
"2018","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","98,640",""
"2018","Hungary","Current prices, euro per capita","Gross domestic product at market prices","13,910",""
"2018","Malta","Current prices, euro per capita","Gross domestic product at market prices","25,780",""
"2018","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","44,920","p"
"2018","Austria","Current prices, euro per capita","Gross domestic product at market prices","43,600",""
"2018","Poland","Current prices, euro per capita","Gross domestic product at market prices","12,960",""
"2018","Portugal","Current prices, euro per capita","Gross domestic product at market prices","19,950",""
"2018","Romania","Current prices, euro per capita","Gross domestic product at market prices","10,500",""
"2018","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","22,130",""
"2018","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","16,440",""
"2018","Finland","Current prices, euro per capita","Gross domestic product at market prices","42,360",""
"2018","Sweden","Current prices, euro per capita","Gross domestic product at market prices","46,260",""
"2018","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","36,440",""
"2018","Iceland","Current prices, euro per capita","Gross domestic product at market prices","61,800",""
"2018","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","150,130","e"
"2018","Norway","Current prices, euro per capita","Gross domestic product at market prices","69,260",""
"2018","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","73,180",""
"2018","Montenegro","Current prices, euro per capita","Gross domestic product at market prices","7,490",""
"2018","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2018","Albania","Current prices, euro per capita","Gross domestic product at market prices","4,470","p"
"2018","Serbia","Current prices, euro per capita","Gross domestic product at market prices","6,140",""
"2018","Turkey","Current prices, euro per capita","Gross domestic product at market prices","8,090",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2019","Belgium","Current prices, euro per capita","Gross domestic product at market prices","41,460",""
"2019","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","8,780",""
"2019","Czechia","Current prices, euro per capita","Gross domestic product at market prices","20,990",""
"2019","Denmark","Current prices, euro per capita","Gross domestic product at market prices","53,760",""
"2019","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","41,510",""
"2019","Estonia","Current prices, euro per capita","Gross domestic product at market prices","21,220",""
"2019","Ireland","Current prices, euro per capita","Gross domestic product at market prices","72,260",""
"2019","Greece","Current prices, euro per capita","Gross domestic product at market prices","17,100","p"
"2019","Spain","Current prices, euro per capita","Gross domestic product at market prices","26,430","p"
"2019","France","Current prices, euro per capita","Gross domestic product at market prices","35,960","p"
"2019","Croatia","Current prices, euro per capita","Gross domestic product at market prices","13,340","p"
"2019","Italy","Current prices, euro per capita","Gross domestic product at market prices","29,660",""
"2019","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","25,310","p"
"2019","Latvia","Current prices, euro per capita","Gross domestic product at market prices","15,920",""
"2019","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","17,460",""
"2019","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","102,200",""
"2019","Hungary","Current prices, euro per capita","Gross domestic product at market prices","14,950","p"
"2019","Malta","Current prices, euro per capita","Gross domestic product at market prices","26,670",""
"2019","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","46,710","p"
"2019","Austria","Current prices, euro per capita","Gross domestic product at market prices","44,780",""
"2019","Poland","Current prices, euro per capita","Gross domestic product at market prices","13,870",""
"2019","Portugal","Current prices, euro per capita","Gross domestic product at market prices","20,740","p"
"2019","Romania","Current prices, euro per capita","Gross domestic product at market prices","11,530","p"
"2019","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","23,170",""
"2019","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","17,210",""
"2019","Finland","Current prices, euro per capita","Gross domestic product at market prices","43,570",""
"2019","Sweden","Current prices, euro per capita","Gross domestic product at market prices","46,160",""
"2019","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","37,770",""
"2019","Iceland","Current prices, euro per capita","Gross domestic product at market prices","60,000",""
"2019","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2019","Norway","Current prices, euro per capita","Gross domestic product at market prices","67,370",""
"2019","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","76,200",""
"2019","Montenegro","Current prices, euro per capita","Gross domestic product at market prices","7,960",""
"2019","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2019","Albania","Current prices, euro per capita","Gross domestic product at market prices","4,780","e"
"2019","Serbia","Current prices, euro per capita","Gross domestic product at market prices","6,620",""
"2019","Turkey","Current prices, euro per capita","Gross domestic product at market prices","8,230",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
