"Povpreène meseène bruto plaèe (EUR) po statistiènih regijah prebivališèa, starostnih skupinah in spolu, Slovenija, letno"

"LETO";"STATISTIÈNA REGIJA";"STAROST";"SPOL";Povpreène meseène bruto plaèe (EUR)
"2011";"Posavska";"25-34 let";"Moški";1341
"2011";"Posavska";"25-34 let";"Ženske";1310
"2011";"Posavska";"35-44 let";"Moški";1526
"2011";"Posavska";"35-44 let";"Ženske";1425
"2011";"Posavska";"45-54 let";"Moški";1616
"2011";"Posavska";"45-54 let";"Ženske";1479
"2011";"Posavska";"55-64 let";"Moški";1901
"2011";"Posavska";"55-64 let";"Ženske";1879
"2011";"Posavska";"65 let ali veè";"Moški";3877
"2011";"Posavska";"65 let ali veè";"Ženske";z
"2011";"Jugovzhodna Slovenija";"15-24 let";"Moški";1049
"2011";"Jugovzhodna Slovenija";"15-24 let";"Ženske";1069
"2011";"Jugovzhodna Slovenija";"25-34 let";"Moški";1382
"2011";"Jugovzhodna Slovenija";"25-34 let";"Ženske";1327
"2011";"Jugovzhodna Slovenija";"35-44 let";"Moški";1563
"2011";"Jugovzhodna Slovenija";"35-44 let";"Ženske";1516
"2011";"Jugovzhodna Slovenija";"45-54 let";"Moški";1648
"2011";"Jugovzhodna Slovenija";"45-54 let";"Ženske";1599
"2011";"Jugovzhodna Slovenija";"55-64 let";"Moški";1798
"2011";"Jugovzhodna Slovenija";"55-64 let";"Ženske";2101
"2011";"Jugovzhodna Slovenija";"65 let ali veè";"Moški";4144
"2011";"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";z
"2011";"Osrednjeslovenska";"15-24 let";"Moški";1044
"2011";"Osrednjeslovenska";"15-24 let";"Ženske";1011
"2011";"Osrednjeslovenska";"25-34 let";"Moški";1499
"2011";"Osrednjeslovenska";"25-34 let";"Ženske";1436
"2011";"Osrednjeslovenska";"35-44 let";"Moški";1907
"2011";"Osrednjeslovenska";"35-44 let";"Ženske";1783
"2011";"Osrednjeslovenska";"45-54 let";"Moški";1900
"2011";"Osrednjeslovenska";"45-54 let";"Ženske";1804
"2011";"Osrednjeslovenska";"55-64 let";"Moški";2164
"2011";"Osrednjeslovenska";"55-64 let";"Ženske";2206
"2011";"Osrednjeslovenska";"65 let ali veè";"Moški";4228
"2011";"Osrednjeslovenska";"65 let ali veè";"Ženske";3048
"2011";"Gorenjska";"15-24 let";"Moški";1058
"2011";"Gorenjska";"15-24 let";"Ženske";986
"2011";"Gorenjska";"25-34 let";"Moški";1418
"2011";"Gorenjska";"25-34 let";"Ženske";1305
"2011";"Gorenjska";"35-44 let";"Moški";1728
"2011";"Gorenjska";"35-44 let";"Ženske";1541
"2011";"Gorenjska";"45-54 let";"Moški";1723
"2011";"Gorenjska";"45-54 let";"Ženske";1555
"2011";"Gorenjska";"55-64 let";"Moški";1858
"2011";"Gorenjska";"55-64 let";"Ženske";1968
"2011";"Gorenjska";"65 let ali veè";"Moški";3657
"2011";"Gorenjska";"65 let ali veè";"Ženske";z
"2011";"Primorsko-notranjska";"15-24 let";"Moški";996
"2011";"Primorsko-notranjska";"15-24 let";"Ženske";986
"2011";"Primorsko-notranjska";"25-34 let";"Moški";1306
"2011";"Primorsko-notranjska";"25-34 let";"Ženske";1286
"2011";"Primorsko-notranjska";"35-44 let";"Moški";1517
"2011";"Primorsko-notranjska";"35-44 let";"Ženske";1394
"2011";"Primorsko-notranjska";"45-54 let";"Moški";1549
"2011";"Primorsko-notranjska";"45-54 let";"Ženske";1480
"2011";"Primorsko-notranjska";"55-64 let";"Moški";1751
"2011";"Primorsko-notranjska";"55-64 let";"Ženske";1768
"2011";"Primorsko-notranjska";"65 let ali veè";"Moški";3152
"2011";"Primorsko-notranjska";"65 let ali veè";"Ženske";-
"2011";"Goriška";"15-24 let";"Moški";1004
"2011";"Goriška";"15-24 let";"Ženske";950
"2011";"Goriška";"25-34 let";"Moški";1325
"2011";"Goriška";"25-34 let";"Ženske";1273
"2011";"Goriška";"35-44 let";"Moški";1633
"2011";"Goriška";"35-44 let";"Ženske";1462
"2011";"Goriška";"45-54 let";"Moški";1705
"2011";"Goriška";"45-54 let";"Ženske";1547
"2011";"Goriška";"55-64 let";"Moški";1952
"2011";"Goriška";"55-64 let";"Ženske";1959
"2011";"Goriška";"65 let ali veè";"Moški";4052
"2011";"Goriška";"65 let ali veè";"Ženske";z
"2011";"Obalno-kraška";"15-24 let";"Moški";1022
"2011";"Obalno-kraška";"15-24 let";"Ženske";971
"2011";"Obalno-kraška";"25-34 let";"Moški";1370
"2011";"Obalno-kraška";"25-34 let";"Ženske";1310
"2011";"Obalno-kraška";"35-44 let";"Moški";1719
"2011";"Obalno-kraška";"35-44 let";"Ženske";1571
"2011";"Obalno-kraška";"45-54 let";"Moški";1779
"2011";"Obalno-kraška";"45-54 let";"Ženske";1618
"2011";"Obalno-kraška";"55-64 let";"Moški";1923
"2011";"Obalno-kraška";"55-64 let";"Ženske";1875
"2011";"Obalno-kraška";"65 let ali veè";"Moški";3836
"2011";"Obalno-kraška";"65 let ali veè";"Ženske";3535
"2012";"Pomurska";"15-24 let";"Moški";996
"2012";"Pomurska";"15-24 let";"Ženske";938
"2012";"Pomurska";"25-34 let";"Moški";1264
"2012";"Pomurska";"25-34 let";"Ženske";1226
"2012";"Pomurska";"35-44 let";"Moški";1454
"2012";"Pomurska";"35-44 let";"Ženske";1352
"2012";"Pomurska";"45-54 let";"Moški";1510
"2012";"Pomurska";"45-54 let";"Ženske";1426
"2012";"Pomurska";"55-64 let";"Moški";1653
"2012";"Pomurska";"55-64 let";"Ženske";1779
"2012";"Pomurska";"65 let ali veè";"Moški";z
"2012";"Pomurska";"65 let ali veè";"Ženske";z
"2012";"Podravska";"15-24 let";"Moški";1009
"2012";"Podravska";"15-24 let";"Ženske";959
"2012";"Podravska";"25-34 let";"Moški";1323
"2012";"Podravska";"25-34 let";"Ženske";1272
"2012";"Podravska";"35-44 let";"Moški";1600
"2012";"Podravska";"35-44 let";"Ženske";1461
"2012";"Podravska";"45-54 let";"Moški";1622
"2012";"Podravska";"45-54 let";"Ženske";1528
"2012";"Podravska";"55-64 let";"Moški";1821
"2012";"Podravska";"55-64 let";"Ženske";1879
"2012";"Podravska";"65 let ali veè";"Moški";3976
"2012";"Podravska";"65 let ali veè";"Ženske";4028
"2012";"Koroška";"15-24 let";"Moški";1077
"2012";"Koroška";"15-24 let";"Ženske";980
"2012";"Koroška";"25-34 let";"Moški";1316
"2012";"Koroška";"25-34 let";"Ženske";1204
"2012";"Koroška";"35-44 let";"Moški";1540
"2012";"Koroška";"35-44 let";"Ženske";1424
"2012";"Koroška";"45-54 let";"Moški";1614
"2012";"Koroška";"45-54 let";"Ženske";1541
"2012";"Koroška";"55-64 let";"Moški";1813
"2012";"Koroška";"55-64 let";"Ženske";1949
"2012";"Koroška";"65 let ali veè";"Moški";3753
"2012";"Koroška";"65 let ali veè";"Ženske";z
"2012";"Savinjska";"15-24 let";"Moški";1081
"2012";"Savinjska";"15-24 let";"Ženske";1019
"2012";"Savinjska";"25-34 let";"Moški";1339
"2012";"Savinjska";"25-34 let";"Ženske";1258
"2012";"Savinjska";"35-44 let";"Moški";1585
"2012";"Savinjska";"35-44 let";"Ženske";1420
"2012";"Savinjska";"45-54 let";"Moški";1651
"2012";"Savinjska";"45-54 let";"Ženske";1475
"2012";"Savinjska";"55-64 let";"Moški";1819
"2012";"Savinjska";"55-64 let";"Ženske";1823
"2012";"Savinjska";"65 let ali veè";"Moški";3741
"2012";"Savinjska";"65 let ali veè";"Ženske";z
"2012";"Zasavska";"15-24 let";"Moški";1020
"2012";"Zasavska";"15-24 let";"Ženske";997
"2012";"Zasavska";"25-34 let";"Moški";1321
"2012";"Zasavska";"25-34 let";"Ženske";1267
"2012";"Zasavska";"35-44 let";"Moški";1620
"2012";"Zasavska";"35-44 let";"Ženske";1454
"2012";"Zasavska";"45-54 let";"Moški";1617
"2012";"Zasavska";"45-54 let";"Ženske";1448
"2012";"Zasavska";"55-64 let";"Moški";1884
"2012";"Zasavska";"55-64 let";"Ženske";1840
"2012";"Zasavska";"65 let ali veè";"Moški";z
"2012";"Zasavska";"65 let ali veè";"Ženske";z
"2012";"Posavska";"15-24 let";"Moški";1101
"2012";"Posavska";"15-24 let";"Ženske";1005
"2012";"Posavska";"25-34 let";"Moški";1371
"2012";"Posavska";"25-34 let";"Ženske";1291
"2012";"Posavska";"35-44 let";"Moški";1555
"2012";"Posavska";"35-44 let";"Ženske";1438
"2012";"Posavska";"45-54 let";"Moški";1620
"2012";"Posavska";"45-54 let";"Ženske";1496
"2012";"Posavska";"55-64 let";"Moški";1927
"2012";"Posavska";"55-64 let";"Ženske";1862
"2012";"Posavska";"65 let ali veè";"Moški";3714
"2012";"Posavska";"65 let ali veè";"Ženske";z
"2012";"Jugovzhodna Slovenija";"15-24 let";"Moški";1071
"2012";"Jugovzhodna Slovenija";"15-24 let";"Ženske";1063
"2012";"Jugovzhodna Slovenija";"25-34 let";"Moški";1400
"2012";"Jugovzhodna Slovenija";"25-34 let";"Ženske";1333
"2012";"Jugovzhodna Slovenija";"35-44 let";"Moški";1597
"2012";"Jugovzhodna Slovenija";"35-44 let";"Ženske";1554
"2012";"Jugovzhodna Slovenija";"45-54 let";"Moški";1703
"2012";"Jugovzhodna Slovenija";"45-54 let";"Ženske";1614
"2012";"Jugovzhodna Slovenija";"55-64 let";"Moški";1808
"2012";"Jugovzhodna Slovenija";"55-64 let";"Ženske";2140
"2012";"Jugovzhodna Slovenija";"65 let ali veè";"Moški";3888
"2012";"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";z
"2012";"Osrednjeslovenska";"15-24 let";"Moški";1051
"2012";"Osrednjeslovenska";"15-24 let";"Ženske";1005
"2012";"Osrednjeslovenska";"25-34 let";"Moški";1507
"2012";"Osrednjeslovenska";"25-34 let";"Ženske";1436
"2012";"Osrednjeslovenska";"35-44 let";"Moški";1948
"2012";"Osrednjeslovenska";"35-44 let";"Ženske";1804
"2012";"Osrednjeslovenska";"45-54 let";"Moški";1929
"2012";"Osrednjeslovenska";"45-54 let";"Ženske";1815
"2012";"Osrednjeslovenska";"55-64 let";"Moški";2167
"2012";"Osrednjeslovenska";"55-64 let";"Ženske";2187
"2012";"Osrednjeslovenska";"65 let ali veè";"Moški";4108
"2012";"Osrednjeslovenska";"65 let ali veè";"Ženske";3612
"2012";"Gorenjska";"15-24 let";"Moški";1067
"2012";"Gorenjska";"15-24 let";"Ženske";993
"2012";"Gorenjska";"25-34 let";"Moški";1427
"2012";"Gorenjska";"25-34 let";"Ženske";1326
"2012";"Gorenjska";"35-44 let";"Moški";1766
"2012";"Gorenjska";"35-44 let";"Ženske";1565
"2012";"Gorenjska";"45-54 let";"Moški";1748
"2012";"Gorenjska";"45-54 let";"Ženske";1558
"2012";"Gorenjska";"55-64 let";"Moški";1896
"2012";"Gorenjska";"55-64 let";"Ženske";1964
"2012";"Gorenjska";"65 let ali veè";"Moški";4267
"2012";"Gorenjska";"65 let ali veè";"Ženske";z
"2012";"Primorsko-notranjska";"15-24 let";"Moški";1043
"2012";"Primorsko-notranjska";"15-24 let";"Ženske";1016
"2012";"Primorsko-notranjska";"25-34 let";"Moški";1317
"2012";"Primorsko-notranjska";"25-34 let";"Ženske";1281
"2012";"Primorsko-notranjska";"35-44 let";"Moški";1557
"2012";"Primorsko-notranjska";"35-44 let";"Ženske";1435
"2012";"Primorsko-notranjska";"45-54 let";"Moški";1585
"2012";"Primorsko-notranjska";"45-54 let";"Ženske";1492
"2012";"Primorsko-notranjska";"55-64 let";"Moški";1744
"2012";"Primorsko-notranjska";"55-64 let";"Ženske";1787
"2012";"Primorsko-notranjska";"65 let ali veè";"Moški";3877
"2012";"Primorsko-notranjska";"65 let ali veè";"Ženske";z
"2012";"Goriška";"15-24 let";"Moški";1029
"2012";"Goriška";"15-24 let";"Ženske";955
"2012";"Goriška";"25-34 let";"Moški";1335
"2012";"Goriška";"25-34 let";"Ženske";1258
"2012";"Goriška";"35-44 let";"Moški";1626
"2012";"Goriška";"35-44 let";"Ženske";1463
"2012";"Goriška";"45-54 let";"Moški";1686
"2012";"Goriška";"45-54 let";"Ženske";1544
"2012";"Goriška";"55-64 let";"Moški";1964
"2012";"Goriška";"55-64 let";"Ženske";1943
"2012";"Goriška";"65 let ali veè";"Moški";4096
"2012";"Goriška";"65 let ali veè";"Ženske";z
"2012";"Obalno-kraška";"15-24 let";"Moški";1028
"2012";"Obalno-kraška";"15-24 let";"Ženske";987
"2012";"Obalno-kraška";"25-34 let";"Moški";1388
"2012";"Obalno-kraška";"25-34 let";"Ženske";1307
"2012";"Obalno-kraška";"35-44 let";"Moški";1743
"2012";"Obalno-kraška";"35-44 let";"Ženske";1576
"2012";"Obalno-kraška";"45-54 let";"Moški";1792
"2012";"Obalno-kraška";"45-54 let";"Ženske";1611
"2012";"Obalno-kraška";"55-64 let";"Moški";1968
"2012";"Obalno-kraška";"55-64 let";"Ženske";1868
"2012";"Obalno-kraška";"65 let ali veè";"Moški";3602
"2012";"Obalno-kraška";"65 let ali veè";"Ženske";3123
"2013";"Pomurska";"15-24 let";"Moški";1005
"2013";"Pomurska";"15-24 let";"Ženske";926
"2013";"Pomurska";"25-34 let";"Moški";1248
"2013";"Pomurska";"25-34 let";"Ženske";1206
"2013";"Pomurska";"35-44 let";"Moški";1451
"2013";"Pomurska";"35-44 let";"Ženske";1331
"2013";"Pomurska";"45-54 let";"Moški";1486
"2013";"Pomurska";"45-54 let";"Ženske";1400
"2013";"Pomurska";"55-64 let";"Moški";1626
"2013";"Pomurska";"55-64 let";"Ženske";1687
"2013";"Pomurska";"65 let ali veè";"Moški";z
"2013";"Pomurska";"65 let ali veè";"Ženske";z
"2013";"Podravska";"15-24 let";"Moški";1024
"2013";"Podravska";"15-24 let";"Ženske";955
"2013";"Podravska";"25-34 let";"Moški";1318
"2013";"Podravska";"25-34 let";"Ženske";1256
"2013";"Podravska";"35-44 let";"Moški";1601
"2013";"Podravska";"35-44 let";"Ženske";1464
"2013";"Podravska";"45-54 let";"Moški";1631
"2013";"Podravska";"45-54 let";"Ženske";1517
"2013";"Podravska";"55-64 let";"Moški";1800
"2013";"Podravska";"55-64 let";"Ženske";1761
"2013";"Podravska";"65 let ali veè";"Moški";3596
"2013";"Podravska";"65 let ali veè";"Ženske";3760
"2013";"Koroška";"15-24 let";"Moški";1090
"2013";"Koroška";"15-24 let";"Ženske";910
"2013";"Koroška";"25-34 let";"Moški";1325
"2013";"Koroška";"25-34 let";"Ženske";1191
"2013";"Koroška";"35-44 let";"Moški";1547
"2013";"Koroška";"35-44 let";"Ženske";1435
"2013";"Koroška";"45-54 let";"Moški";1615
"2013";"Koroška";"45-54 let";"Ženske";1522
"2013";"Koroška";"55-64 let";"Moški";1816
"2013";"Koroška";"55-64 let";"Ženske";1859
"2013";"Koroška";"65 let ali veè";"Moški";3651
"2013";"Koroška";"65 let ali veè";"Ženske";z
"2013";"Savinjska";"15-24 let";"Moški";1094
"2013";"Savinjska";"15-24 let";"Ženske";992
"2013";"Savinjska";"25-34 let";"Moški";1330
"2013";"Savinjska";"25-34 let";"Ženske";1254
"2013";"Savinjska";"35-44 let";"Moški";1579
"2013";"Savinjska";"35-44 let";"Ženske";1427
"2013";"Savinjska";"45-54 let";"Moški";1651
"2013";"Savinjska";"45-54 let";"Ženske";1465
"2013";"Savinjska";"55-64 let";"Moški";1808
"2013";"Savinjska";"55-64 let";"Ženske";1742
"2013";"Savinjska";"65 let ali veè";"Moški";3941
"2013";"Savinjska";"65 let ali veè";"Ženske";3691
"2013";"Zasavska";"15-24 let";"Moški";1050
"2013";"Zasavska";"15-24 let";"Ženske";1041
"2013";"Zasavska";"25-34 let";"Moški";1330
"2013";"Zasavska";"25-34 let";"Ženske";1263
"2013";"Zasavska";"35-44 let";"Moški";1601
"2013";"Zasavska";"35-44 let";"Ženske";1463
"2013";"Zasavska";"45-54 let";"Moški";1596
"2013";"Zasavska";"45-54 let";"Ženske";1438
"2013";"Zasavska";"55-64 let";"Moški";1867
"2013";"Zasavska";"55-64 let";"Ženske";1789
"2013";"Zasavska";"65 let ali veè";"Moški";z
"2013";"Zasavska";"65 let ali veè";"Ženske";z
"2013";"Posavska";"15-24 let";"Moški";1091
"2013";"Posavska";"15-24 let";"Ženske";1042
"2013";"Posavska";"25-34 let";"Moški";1389
"2013";"Posavska";"25-34 let";"Ženske";1303
"2013";"Posavska";"35-44 let";"Moški";1534
"2013";"Posavska";"35-44 let";"Ženske";1440
"2013";"Posavska";"45-54 let";"Moški";1595
"2013";"Posavska";"45-54 let";"Ženske";1480
"2013";"Posavska";"55-64 let";"Moški";1840
"2013";"Posavska";"55-64 let";"Ženske";1797
"2013";"Posavska";"65 let ali veè";"Moški";4209
"2013";"Posavska";"65 let ali veè";"Ženske";z
"2013";"Jugovzhodna Slovenija";"15-24 let";"Moški";1090
"2013";"Jugovzhodna Slovenija";"15-24 let";"Ženske";1114
"2013";"Jugovzhodna Slovenija";"25-34 let";"Moški";1393
"2013";"Jugovzhodna Slovenija";"25-34 let";"Ženske";1340
"2013";"Jugovzhodna Slovenija";"35-44 let";"Moški";1600
"2013";"Jugovzhodna Slovenija";"35-44 let";"Ženske";1547
"2013";"Jugovzhodna Slovenija";"45-54 let";"Moški";1686
"2013";"Jugovzhodna Slovenija";"45-54 let";"Ženske";1578
"2013";"Jugovzhodna Slovenija";"55-64 let";"Moški";1767
"2013";"Jugovzhodna Slovenija";"55-64 let";"Ženske";2013
"2013";"Jugovzhodna Slovenija";"65 let ali veè";"Moški";4304
"2013";"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";z
"2013";"Osrednjeslovenska";"15-24 let";"Moški";1067
"2013";"Osrednjeslovenska";"15-24 let";"Ženske";1012
"2013";"Osrednjeslovenska";"25-34 let";"Moški";1489
"2013";"Osrednjeslovenska";"25-34 let";"Ženske";1423
"2013";"Osrednjeslovenska";"35-44 let";"Moški";1933
"2013";"Osrednjeslovenska";"35-44 let";"Ženske";1796
"2013";"Osrednjeslovenska";"45-54 let";"Moški";1938
"2013";"Osrednjeslovenska";"45-54 let";"Ženske";1799
"2013";"Osrednjeslovenska";"55-64 let";"Moški";2103
"2013";"Osrednjeslovenska";"55-64 let";"Ženske";2097
"2013";"Osrednjeslovenska";"65 let ali veè";"Moški";3885
"2013";"Osrednjeslovenska";"65 let ali veè";"Ženske";3638
"2013";"Gorenjska";"15-24 let";"Moški";1088
"2013";"Gorenjska";"15-24 let";"Ženske";979
"2013";"Gorenjska";"25-34 let";"Moški";1414
"2013";"Gorenjska";"25-34 let";"Ženske";1306
"2013";"Gorenjska";"35-44 let";"Moški";1759
"2013";"Gorenjska";"35-44 let";"Ženske";1553
"2013";"Gorenjska";"45-54 let";"Moški";1754
"2013";"Gorenjska";"45-54 let";"Ženske";1546
"2013";"Gorenjska";"55-64 let";"Moški";1868
"2013";"Gorenjska";"55-64 let";"Ženske";1848
"2013";"Gorenjska";"65 let ali veè";"Moški";3842
"2013";"Gorenjska";"65 let ali veè";"Ženske";z
"2013";"Primorsko-notranjska";"15-24 let";"Moški";1043
"2013";"Primorsko-notranjska";"15-24 let";"Ženske";934
"2013";"Primorsko-notranjska";"25-34 let";"Moški";1325
"2013";"Primorsko-notranjska";"25-34 let";"Ženske";1265
"2013";"Primorsko-notranjska";"35-44 let";"Moški";1554
"2013";"Primorsko-notranjska";"35-44 let";"Ženske";1440
"2013";"Primorsko-notranjska";"45-54 let";"Moški";1561
"2013";"Primorsko-notranjska";"45-54 let";"Ženske";1489
"2013";"Primorsko-notranjska";"55-64 let";"Moški";1729
"2013";"Primorsko-notranjska";"55-64 let";"Ženske";1704
"2013";"Primorsko-notranjska";"65 let ali veè";"Moški";4362
"2013";"Primorsko-notranjska";"65 let ali veè";"Ženske";z
"2013";"Goriška";"15-24 let";"Moški";1026
"2013";"Goriška";"15-24 let";"Ženske";927
"2013";"Goriška";"25-34 let";"Moški";1340
"2013";"Goriška";"25-34 let";"Ženske";1243
"2013";"Goriška";"35-44 let";"Moški";1598
"2013";"Goriška";"35-44 let";"Ženske";1449
"2013";"Goriška";"45-54 let";"Moški";1659
"2013";"Goriška";"45-54 let";"Ženske";1508
"2013";"Goriška";"55-64 let";"Moški";1878
"2013";"Goriška";"55-64 let";"Ženske";1838
"2013";"Goriška";"65 let ali veè";"Moški";3692
"2013";"Goriška";"65 let ali veè";"Ženske";z
"2013";"Obalno-kraška";"15-24 let";"Moški";1036
"2013";"Obalno-kraška";"15-24 let";"Ženske";982
"2013";"Obalno-kraška";"25-34 let";"Moški";1362
"2013";"Obalno-kraška";"25-34 let";"Ženske";1280
"2013";"Obalno-kraška";"35-44 let";"Moški";1712
"2013";"Obalno-kraška";"35-44 let";"Ženske";1584
"2013";"Obalno-kraška";"45-54 let";"Moški";1812
"2013";"Obalno-kraška";"45-54 let";"Ženske";1618
"2013";"Obalno-kraška";"55-64 let";"Moški";1919
"2013";"Obalno-kraška";"55-64 let";"Ženske";1798
"2013";"Obalno-kraška";"65 let ali veè";"Moški";3564
"2013";"Obalno-kraška";"65 let ali veè";"Ženske";3810
"2014";"Pomurska";"15-24 let";"Moški";1010
"2014";"Pomurska";"15-24 let";"Ženske";948
"2014";"Pomurska";"25-34 let";"Moški";1278
"2014";"Pomurska";"25-34 let";"Ženske";1207
"2014";"Pomurska";"35-44 let";"Moški";1514
"2014";"Pomurska";"35-44 let";"Ženske";1390
"2014";"Pomurska";"45-54 let";"Moški";1555
"2014";"Pomurska";"45-54 let";"Ženske";1498
"2014";"Pomurska";"55-64 let";"Moški";1674
"2014";"Pomurska";"55-64 let";"Ženske";1735
"2014";"Pomurska";"65 let ali veè";"Moški";3820
"2014";"Pomurska";"65 let ali veè";"Ženske";z
"2014";"Podravska";"15-24 let";"Moški";1055
"2014";"Podravska";"15-24 let";"Ženske";950
"2014";"Podravska";"25-34 let";"Moški";1346
"2014";"Podravska";"25-34 let";"Ženske";1263
"2014";"Podravska";"35-44 let";"Moški";1624
"2014";"Podravska";"35-44 let";"Ženske";1483
"2014";"Podravska";"45-54 let";"Moški";1681
"2014";"Podravska";"45-54 let";"Ženske";1545
"2014";"Podravska";"55-64 let";"Moški";1787
"2014";"Podravska";"55-64 let";"Ženske";1754
"2014";"Podravska";"65 let ali veè";"Moški";3666
"2014";"Podravska";"65 let ali veè";"Ženske";3379
"2014";"Koroška";"15-24 let";"Moški";1138
"2014";"Koroška";"15-24 let";"Ženske";878
"2014";"Koroška";"25-34 let";"Moški";1359
"2014";"Koroška";"25-34 let";"Ženske";1202
"2014";"Koroška";"35-44 let";"Moški";1584
"2014";"Koroška";"35-44 let";"Ženske";1443
"2014";"Koroška";"45-54 let";"Moški";1666
"2014";"Koroška";"45-54 let";"Ženske";1551
"2014";"Koroška";"55-64 let";"Moški";1814
"2014";"Koroška";"55-64 let";"Ženske";1818
"2014";"Koroška";"65 let ali veè";"Moški";4235
"2014";"Koroška";"65 let ali veè";"Ženske";z
"2014";"Savinjska";"15-24 let";"Moški";1122
"2014";"Savinjska";"15-24 let";"Ženske";995
"2014";"Savinjska";"25-34 let";"Moški";1362
"2014";"Savinjska";"25-34 let";"Ženske";1270
"2014";"Savinjska";"35-44 let";"Moški";1629
"2014";"Savinjska";"35-44 let";"Ženske";1464
"2014";"Savinjska";"45-54 let";"Moški";1690
"2014";"Savinjska";"45-54 let";"Ženske";1498
"2014";"Savinjska";"55-64 let";"Moški";1823
"2014";"Savinjska";"55-64 let";"Ženske";1713
"2014";"Savinjska";"65 let ali veè";"Moški";3513
"2014";"Savinjska";"65 let ali veè";"Ženske";3329
"2014";"Zasavska";"15-24 let";"Moški";1041
"2014";"Zasavska";"15-24 let";"Ženske";982
"2014";"Zasavska";"25-34 let";"Moški";1370
"2014";"Zasavska";"25-34 let";"Ženske";1281
"2014";"Zasavska";"35-44 let";"Moški";1631
"2014";"Zasavska";"35-44 let";"Ženske";1490
"2014";"Zasavska";"45-54 let";"Moški";1615
"2014";"Zasavska";"45-54 let";"Ženske";1463
"2014";"Zasavska";"55-64 let";"Moški";1816
"2014";"Zasavska";"55-64 let";"Ženske";1742
"2014";"Zasavska";"65 let ali veè";"Moški";z
"2014";"Zasavska";"65 let ali veè";"Ženske";z
"2014";"Posavska";"15-24 let";"Moški";1104
"2014";"Posavska";"15-24 let";"Ženske";1143
"2014";"Posavska";"25-34 let";"Moški";1432
"2014";"Posavska";"25-34 let";"Ženske";1318
"2014";"Posavska";"35-44 let";"Moški";1591
"2014";"Posavska";"35-44 let";"Ženske";1482
"2014";"Posavska";"45-54 let";"Moški";1640
"2014";"Posavska";"45-54 let";"Ženske";1507
"2014";"Posavska";"55-64 let";"Moški";1857
"2014";"Posavska";"55-64 let";"Ženske";1803
"2014";"Posavska";"65 let ali veè";"Moški";3793
"2014";"Posavska";"65 let ali veè";"Ženske";z
"2014";"Jugovzhodna Slovenija";"15-24 let";"Moški";1130
"2014";"Jugovzhodna Slovenija";"15-24 let";"Ženske";1186
"2014";"Jugovzhodna Slovenija";"25-34 let";"Moški";1447
"2014";"Jugovzhodna Slovenija";"25-34 let";"Ženske";1378
"2014";"Jugovzhodna Slovenija";"35-44 let";"Moški";1671
"2014";"Jugovzhodna Slovenija";"35-44 let";"Ženske";1592
"2014";"Jugovzhodna Slovenija";"45-54 let";"Moški";1728
"2014";"Jugovzhodna Slovenija";"45-54 let";"Ženske";1635
"2014";"Jugovzhodna Slovenija";"55-64 let";"Moški";1824
"2014";"Jugovzhodna Slovenija";"55-64 let";"Ženske";1996
"2014";"Jugovzhodna Slovenija";"65 let ali veè";"Moški";3736
"2014";"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";z
"2014";"Osrednjeslovenska";"15-24 let";"Moški";1112
"2014";"Osrednjeslovenska";"15-24 let";"Ženske";1006
"2014";"Osrednjeslovenska";"25-34 let";"Moški";1506
"2014";"Osrednjeslovenska";"25-34 let";"Ženske";1434
"2014";"Osrednjeslovenska";"35-44 let";"Moški";1946
"2014";"Osrednjeslovenska";"35-44 let";"Ženske";1828
"2014";"Osrednjeslovenska";"45-54 let";"Moški";1964
"2014";"Osrednjeslovenska";"45-54 let";"Ženske";1843
"2014";"Osrednjeslovenska";"55-64 let";"Moški";2081
"2014";"Osrednjeslovenska";"55-64 let";"Ženske";2089
"2014";"Osrednjeslovenska";"65 let ali veè";"Moški";3665
"2014";"Osrednjeslovenska";"65 let ali veè";"Ženske";3426
"2014";"Gorenjska";"15-24 let";"Moški";1134
"2014";"Gorenjska";"15-24 let";"Ženske";1004
"2014";"Gorenjska";"25-34 let";"Moški";1438
"2014";"Gorenjska";"25-34 let";"Ženske";1318
"2014";"Gorenjska";"35-44 let";"Moški";1791
"2014";"Gorenjska";"35-44 let";"Ženske";1586
"2014";"Gorenjska";"45-54 let";"Moški";1822
"2014";"Gorenjska";"45-54 let";"Ženske";1577
"2014";"Gorenjska";"55-64 let";"Moški";1860
"2014";"Gorenjska";"55-64 let";"Ženske";1840
"2014";"Gorenjska";"65 let ali veè";"Moški";3341
"2014";"Gorenjska";"65 let ali veè";"Ženske";z
"2014";"Primorsko-notranjska";"15-24 let";"Moški";1042
"2014";"Primorsko-notranjska";"15-24 let";"Ženske";979
"2014";"Primorsko-notranjska";"25-34 let";"Moški";1355
"2014";"Primorsko-notranjska";"25-34 let";"Ženske";1269
"2014";"Primorsko-notranjska";"35-44 let";"Moški";1588
"2014";"Primorsko-notranjska";"35-44 let";"Ženske";1476
"2014";"Primorsko-notranjska";"45-54 let";"Moški";1619
"2014";"Primorsko-notranjska";"45-54 let";"Ženske";1499
"2014";"Primorsko-notranjska";"55-64 let";"Moški";1784
